slug,name,city,state,website,email,confidence,source,notes,__file
veritext-legal-solutions-new-york,Veritext Legal Solutions,new-york,NY,https://veritext.com,ny@veritext.com,high,https://veritext.com/newyork-timessquare/ (New York Times Square office page),"Listed as contact for Veritext's New York office at 7 Times Square, 16th Floor, Suite 1604, New York, NY 10036.",/Users/nick/Desktop/depohire-src/src/data/listings/new-york.json
city-reporters-oklahoma-city,City Reporters,oklahoma-city,OK,https://okcityreporters.com,,high,website contact page and multiple business listings,"City Reporters provides phone numbers (405-235-3376, 405-613-9343) and a contact form on their website, but no direct email address is publicly listed across their website, court directories, or business profiles searched.",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
dr-reporting-and-video-oklahoma-city,D&R Reporting and Video,oklahoma-city,OK,https://www.drreporting.com,depo@drreporting.com,high,D&R Reporting and Video official website (drreporting.com),"Email address appears consistently across multiple pages including About Us, Services, Depositions, and Contact pages",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
dodson-court-reporting-legal-video-inc-oklahoma-city,"Dodson Court Reporting & Legal Video, Inc.",oklahoma-city,OK,https://dodsonreporting.net,,high,website contact page and search results,Contact page at https://dodsonreporting.net/contact/ lists phone (405-235-1828) and fax (405-235-1266) but no email address. Scheduling page provides contact form but no direct email listed. No email found in any of the search results or business directories reviewed.,/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
lowery-associates-oklahoma-city,Lowery & Associates,oklahoma-city,OK,https://www.loweryreporters.com,office@loweryreporters.com,high,website contact page (https://www.loweryreporters.com/contact),"Email address appears consistently across multiple sources including their official contact page and job bank listing. Business is Lowery & Associates, Inc., a court reporting firm in Oklahoma City operating since 1990.",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
mcwilliams-media-oklahoma-city,McWilliams Media,oklahoma-city,OK,https://mcwilliamsmedia.com,info@mcwilliamsmedia.com,high,website contact page (https://mcwilliamsmedia.com/contact/),"Multiple emails listed: support@mcwilliamsmedia.com (support), billing@mcwilliamsmedia.com (billing), info@mcwilliamsmedia.com (sales/service inquiries). Selected info@ as general contact.",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
naegeli-deposition-trial-oklahoma-city,NAEGELI Deposition & Trial,oklahoma-city,OK,https://www.naegeliusa.com,SCHEDULE@NAEGELIUSA.COM,high,"website location pages (Norman and Edmond, OK)","Email listed prominently for scheduling on Oklahoma location pages; no general contact email found on main contact page, which uses forms.",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
professional-reporters-oklahoma-city,Professional Reporters,oklahoma-city,OK,https://www.proreporters.com,,high,"website pages including contact, locations, about, and team","No email address found across searched website pages; only phone, fax, address, and contact form available.",/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
verbatim-reporting-llc-oklahoma-city,"Verbatim Reporting, LLC",oklahoma-city,OK,https://verbatimreportingokc.com,vr@verbatimreportingokc.com,high,website about-us and contact pages,,/Users/nick/Desktop/depohire-src/src/data/listings/oklahoma-city.json
great-plains-reporting-omaha,Great Plains Reporting,omaha,NE,https://yourdepositions.com/legal-video,,low,Search results from Great Plains Reporting website and BBB listing,"No public contact email address found in available search results. One ZoomInfo result shows a partial email (c***@yourdepositions.com) for Carrie Marshall, a court reporter, but this is a staff member email, not a general business contact email. The search results provide phone numbers ((402) 516-5342) and physical addresses but no public general contact email address.",/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
mccorkle-litigation-services-omaha,McCorkle Litigation Services,omaha,NE,https://mcdeps.com/court-reporters-omaha-nebraska/,schedule@mcdeps.com,high,website contact page https://mcdeps.com/contact/,"Primary scheduling email for McCorkle Litigation Services, including Omaha NE services; other dept emails like production@mcdeps.com and billing@mcdeps.com also listed",/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
naegeli-deposition-trial-omaha,NAEGELI Deposition & Trial,omaha,NE,https://www.naegeliusa.com/locations/omaha-nebraska-court-reporters,schedule@naegeliusa.com,high,website (Lincoln NE location page),"Scheduling email found on related Nebraska location page; no Omaha-specific email located, but company-wide contact form and phone (800) 528-3335 primary on contact pages",/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
national-court-reporters-inc-omaha,"National Court Reporters, Inc.",omaha,NE,https://nationalcourtreporters.com/locations/nebraska/,,high,"searched website (https://nationalcourtreporters.com/locations/nebraska/), directories, and other sources[4][8]",Only phone (888) 800-9656 found on business website; no email address located in any results.,/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
planet-depos-omaha,Planet Depos,omaha,NE,https://planetdepos.com/locations/nebraska,schedulenow@planetdepos.com,high,Planet Depos Nebraska location page and multiple official contact pages,"This is the primary scheduling and contact email for Planet Depos Nebraska operations. Alternative emails available: transcripts@planetdepos.com (transcripts), billing@planetdepos.com (billing), contact@planetdepos.com (general). Phone: 888.433.3767",/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
thomas-thomas-court-reporters-omaha,Thomas & Thomas Court Reporters,omaha,NE,https://ttcrs.com,schedule@ttcrs.com,high,website contact page https://ttcrs.com/contact,"Primary scheduling email listed plainly; other emails (production@ttcrs.com, video@ttcrs.com, clientservices@ttcrs.com) are also available on site but protected from spambots in raw HTML.",/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
us-legal-support-omaha,U.S. Legal Support,omaha,NE,https://www.uslegalsupport.com/omaha-court-reporters/,MWclientsolutions@uslegalsupport.com,high,https://www.uslegalsupport.com/omaha-court-reporters/ (Omaha-specific page),This is the email for all other court reporting related inquiries for the Omaha location. For scheduling: scheduling@uslegalsupport.com; Record Retrieval: nerecords@uslegalsupport.com.,/Users/nick/Desktop/depohire-src/src/data/listings/omaha.json
depo-universe-philadelphia,Depo Universe,philadelphia,PA,https://depouniverse.com,,high,website contact page (https://depouniverse.com/contact/) and other pages reviewed,"Contact page only offers an online inquiry form; no email address found on website, Google Business profile, or other searched sources.",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
esquire-deposition-services-philadelphia,Esquire Deposition Services,philadelphia,PA,https://www.esquiresolutions.com/offices/philadelphia-pa,Sarah.Hart@esquiresolutions.com,high,phila-ala.org business partner info,Primary contact email for Esquire Deposition Solutions Philadelphia office. Secondary contact: Jacqueline.Smith@esquiresolutions.com,/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
kaplan-leaman-wolfe-court-reporters-philadelphia,Kaplan Leaman & Wolfe Court Reporters,philadelphia,PA,https://klwreporters.com,gwolfe@klwreporters.com,high,website contact page (https://klwreporters.com/contact/),"Email listed for Gregg Wolfe, President/CEO. BBB mentions 'Email this Business' but no specific address; RocketReach confirms domain format.",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
lexitas-philadelphia,Lexitas,philadelphia,PA,https://www.lexitaslegal.com/locations/philadelphia-market-st-1600,,high,"Lexitas website (contact page, location pages, general inquiries)","No email address found on the website; only phone numbers (e.g., 1-800-676-2401 general, (855) 204-8184 for Philadelphia location) and online contact forms are provided.",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
naegeli-deposition-trial-philadelphia,NAEGELI Deposition & Trial,philadelphia,PA,https://www.naegeliusa.com/locations/philadelphia-pennsylvania,SCHEDULE@NAEGELIUSA.COM,high,website location page (https://www.naegeliusa.com/locations/philadelphia-pennsylvania),,/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
njl-court-reporting-video-philadelphia,NJL Court Reporting & Video,philadelphia,NJ,https://njlone.com/services/njl-court-reporting-video/,info@njlone.com,high,website contact page (https://njlone.com/contact/),,/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
planet-depos-philadelphia,Planet Depos,philadelphia,PA,https://planetdepos.com/locations/north-carolina,schedulenow@planetdepos.com,high,Philadelphia location page on planetdepos.com [1],"Listed directly on the Philadelphia, PA page at https://planetdepos.com/locations/pennsylvania/philadelphia; consistent across multiple site pages including contact and schedule pages.",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
summit-court-reporting-inc-philadelphia,"Summit Court Reporting, INC.",philadelphia,PA,https://nnrc.com/remote-depositions-in-philadelphia-pennsylvania,,high,"search results (website, directories, profiles checked)",Summit Court Reporting was acquired by U.S. Legal Support in 2022[1]; no direct contact email found in results; phone (215) 985-2400 listed[4][5],/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
veritext-philadelphia,Veritext,philadelphia,PA,https://veritext.com/allentown,philly@veritext.com,high,https://veritext.com/philadelphia/ (Philadelphia office page),"Email listed alongside Philadelphia office phone numbers: 215-241-1000 (direct), 888-777-6690 (scheduling)",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
veritext-cherry-hill-philadelphia,Veritext Cherry Hill,philadelphia,NJ,https://veritext.com/cherry-hill/,,high,https://veritext.com/cherry-hill/ (official Veritext Cherry Hill webpage),"Email found on the official Cherry Hill location page. Note: The user specified the location as 'philadelphia, NJ' but Veritext Cherry Hill is actually located in Cherry Hill, NJ (535 Route 38 E, Suite 330, Cherry Hill, NJ 8002), not Philadelphia.",/Users/nick/Desktop/depohire-src/src/data/listings/philadelphia.json
caption-legal-phoenix,Caption Legal,phoenix,AZ,https://captionlegal.com/phoenix-az,schedule@captionlegal.com,high,"website (captionlegal.com homepage, contact pages)","Multiple emails listed on homepage including Schedule@CaptionLegal.com and Admin@captionlegal.com; schedule@captionlegal.com consistently appears on contact and service pages. Serves Phoenix, AZ.",/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
coash-court-reporting-video-phoenix,Coash Court Reporting & Video,phoenix,AZ,https://coashcourtreportingandvideo.com,scheduling@coashcrv.com,high,website contact page (https://coashcourtreportingandvideo.com/contact-us/),This is the scheduling email address listed on their contact page. An alternative contact method is phone: (602) 258-1440,/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
esquire-deposition-solutions-phoenix,Esquire Deposition Solutions,phoenix,AZ,https://www.esquiresolutions.com/offices/phoenix-az/,,high,"searched website pages, legal directories, and listings (results 1-9)","No Phoenix-specific email found; only phone (602.266.2221) on office page. General contacts use forms; other emails are for different offices (e.g., Philadelphia).",/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
lexhd-phoenix,LexHD,phoenix,AZ,"https://lexhd.com/chandler,-az",office@lexhd.com,high,website contact page (https://lexhd.com/contact) and multiple other pages,,/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
naegeli-deposition-trial-phoenix,NAEGELI Deposition & Trial,phoenix,AZ,https://www.naegeliusa.com/locations/phoenix-arizona,schedule@naegeliusa.com,high,Phoenix Arizona location page on naegeliusa.com,Email listed for scheduling on the specific Phoenix location page; consistent with Mesa page (uppercase variant). No general contact email found; contact forms used instead.,/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
phoenix-deposition-services-phoenix,Phoenix Deposition Services,phoenix,AZ,https://phoenixdepositionservices.com,miller007@msn.com,high,Arizona Supreme Court Registered Reporting Firms directory (PDF),"Listed under Phoenix Deposition Services with address 365 E. Coronado Rd #210, Phoenix, AZ 85004 and phone (602) 230-5454[5]",/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
south-mountain-films-phoenix,South Mountain Films,phoenix,AZ,https://southmountainfilms.com/legal-video/,,high,website contact page and other directories,"Contact page [1] shows a form with email field but no public email listed. Only phone (480) 482-1945 and address provided. [3] is a different organization (South Mountain Film Academy). No email found in any Phoenix, AZ sources.",/Users/nick/Desktop/depohire-src/src/data/listings/phoenix.json
all-business-videography-llc-pittsburgh,All Business Videography LLC,pittsburgh,PA,https://allbusinessvideography.com,allbusinessvideography@gmail.com,high,website - corporate event videography page (allbusinessvideography.com/corporate-event-videography-captures-brands-in-best-light/),Alternative contact method: phone (814) 954-7548. Primary website lists phone (814) 826-3575.,/Users/nick/Desktop/depohire-src/src/data/listings/pittsburgh.json
jkm-productions-pittsburgh,JKM Productions,pittsburgh,PA,https://www.jkmpro.com,jkmpro@jkmpro.com,high,website weddings page (https://www.jkmpro.com/weddings.html),"Listed explicitly as E-Mail contact; business is in Lititz, PA (near Pittsburgh region), not Pittsburgh proper; no email on contact page which uses a form instead.",/Users/nick/Desktop/depohire-src/src/data/listings/pittsburgh.json
bridges-reporting-and-legal-videography-portland,Bridges Reporting and Legal Videography,portland,OR,https://bridgesreporting.com/who-we-are/,schedule@bridgesreporting.com,high,website contact page (https://bridgesreporting.com/contact-us/),,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
cc-reporting-videoconferencing-portland,CC Reporting & Videoconferencing,portland,OR,https://ccreporting.com,depositions@ccreporting.com,high,website contact page (https://ccreporting.com/contact-us/),"Business is located in Eugene, OR (not Portland), but matches the name and website provided.",/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
esquire-deposition-solutions-portland,Esquire Deposition Solutions,portland,OR,https://www.esquiresolutions.com/offices/portland-oregon/,,high,searched website pages and directories,No contact email found for Portland OR office; only phone (503.545.7365) listed on office page. Company-wide uses contact form or general scheduling emails for other locations.,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
lns-court-reporting-legal-video-portland,LNS Court Reporting & Legal Video,portland,OR,https://lnscourtreporting.com,depos@LNScourtreporting.com,high,website contact page (https://lnscourtreporting.com/contact/),Primary contact email listed multiple times on their official site; personal emails like rnodland@lnscourtreporting.com also found but depos@ is for scheduling/depositions.,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
naegeli-deposition-trial-portland,NAEGELI Deposition & Trial,portland,OR,https://www.naegeliusa.com/locations/portland,erinm@naegeliusa.com,high,Oregon Paralegal Association member profile,"Email for Erin Martuscelli, Vice President of Client Relations at NAEGELI Deposition & Trial Portland office",/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
nw-certified-legal-video-portland,NW Certified Legal Video,portland,OR,https://www.nwcertifiedlegalvideo.com,,high,"searched website, legal directories, Google Business profile equivalents in results",No contact email found for NW Certified Legal Video in provided search results or implied website content. Results mention other Portland-area services but not this business.,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
planet-depos-portland,Planet Depos,portland,OR,https://planetdepos.com/locations/oregon,schedulenow@planetdepos.com,high,website location page https://planetdepos.com/locations/oregon/portland,Primary scheduling email listed multiple times on Portland OR location page and across company contact pages.,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
pohlmanusa-portland,PohlmanUSA,portland,OR,https://pohlmanusa.com/portland-court-reporter-services/,calendar-pohlman@veritext.com,high,website contact page (https://pohlmanusa.com/contact-us/),Primary general contact email listed on the official contact page. Multiple department-specific emails like scheduling@pohlmanusa.com and records@pohlmanusa.com also available on other pages.,/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
synergy-legal-portland,Synergy Legal,portland,OR,https://synergy-legal.com/services/legal_videography_amp_trial_support,schedule@synergy-legal.com,high,synergy-legal.com homepage,"Listed on the main website https://synergy-legal.com for Synergy Legal in Portland, OR. No general contact email found; this appears to be their scheduling contact.",/Users/nick/Desktop/depohire-src/src/data/listings/portland.json
depositions-inc-raleigh,"Depositions, Inc.",raleigh,NC,https://www.ncdepo.com,Admin@NCDepo.com,high,website schedule page (https://www.ncdepo.com/schedule),,/Users/nick/Desktop/depohire-src/src/data/listings/raleigh.json
overby-court-reporting-raleigh,Overby Court Reporting,raleigh,NC,https://www.overbycourtreporting.com,,high,website contact page and all search results,"No email address found; only phone numbers, fax, and contact forms listed across website pages and directories.",/Users/nick/Desktop/depohire-src/src/data/listings/raleigh.json
law-order-record-lorr-san-antonio,Law & Order Record (LORR),san-antonio,TX,https://lorr.com/service/legal-videographers-and-photography/,,high,lorr.com contact page and other directories,"Contact page has email form but no visible email address; only phone, fax, and addresses listed across multiple sources",/Users/nick/Desktop/depohire-src/src/data/listings/san-antonio.json
legal-recorder-san-diego,Legal Recorder®,san-diego,CA,https://legalrecorder.com/video-depositions,info@legalrecorder.com,high,website contact page (https://legalrecorder.com/contact-us),,/Users/nick/Desktop/depohire-src/src/data/listings/san-diego.json
buell-realtime-reporting-seattle,Buell Realtime Reporting,seattle,WA,https://www.buellrealtime.com,reception@buellrealtime.com,high,website contact page (https://www.buellrealtime.com/contact),Email also confirmed in San Juan County official court transcriptionist directory and additional sources,/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
caption-legal-seattle,Caption Legal,seattle,WA,https://captionlegal.com/seattle-wa,schedule@captionlegal.com,high,Caption Legal website - multiple pages including contact page and service location pages,schedule@captionlegal.com is listed as the primary scheduling and contact email across all Caption Legal web pages. An alternative admin email (Admin@captionlegal.com) is also provided on the main page.,/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
central-court-reporting-video-seattle,Central Court Reporting & Video,seattle,WA,https://centralcourtreporting.com,calendar-litwa@veritext.com,high,website contact page (https://centralcourtreporting.com/contact/),Alternative email schedule@centralcourtreporting.com found on third-party site (ContactOut); primary from official site.,/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
grant-legal-services-llc-seattle,Grant Legal Services LLC,seattle,WA,https://www.grantlegalservices.com,info@grantlegalservices.com,high,website contact page (https://www.grantlegalservices.com/contacts.html),Confirmed on multiple pages of the official website [1][2],/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
hampton-videography-seattle,Hampton Videography,seattle,WA,https://www.hamptonvideography.com,Hampton.Videography@outlook.com,high,website contact page (https://www.hamptonvideography.com/contact),Email found on official Hampton Videography contact page. Phone number also available: 801-645-7931,/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
lakeside-reporting-seattle,Lakeside Reporting,seattle,WA,https://lakesidereporting.com,contact@lakesidereporting.com,high,website contact page,,/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
lexitas-seattle,Lexitas,seattle,WA,https://www.lexitaslegal.com/locations/seattle-seventh-ave,,low,lexitaslegal.com search results,"Search results show Lexitas Seattle locations (Court Reporting at 1700 Seventh Ave, Suite 2100 and Record Retrieval at 307 29th Street NE, Puyallup) with phone numbers but no specific email address. General contact number provided: 1-800-676-2401. The specific Seattle location pages do not display individual email addresses in the search results.",/Users/nick/Desktop/depohire-src/src/data/listings/seattle.json
esquire-deposition-solutions-tampa,Esquire Deposition Solutions,tampa,FL,https://www.esquiresolutions.com/court-reporting-in-tampa-florida/,Sarah.Hart@esquiresolutions.com,medium,phila-ala.org business partner directory,"Primary contact email listed for Esquire Deposition Solutions; no Tampa-specific email found on website or other sources, only phone (813.221.2535) and toll-free (800.211.3376)",/Users/nick/Desktop/depohire-src/src/data/listings/tampa.json
the-legal-video-team-tampa,The Legal Video Team,tampa,FL,https://www.legalvideoteam.com,,low,Search results from legalvideoteam.com,The Legal Video Team's website and search results provide a phone number (888-409-8350) but do not display a specific email address. Result [4] from ZoomInfo indicates an employee directory exists but does not provide email addresses in the search results shown.,/Users/nick/Desktop/depohire-src/src/data/listings/tampa.json
halasz-reporting-video-virginia-beach,Halasz Reporting & Video,virginia-beach,VA,https://www.halaszreporting.com,scheduling@halaszreporting.com,high,website contact page (https://www.halaszreporting.com/contact/),"Email consistently listed across multiple pages including home, scheduling, and services sections. Business serves Virginia Beach area from Richmond office.",/Users/nick/Desktop/depohire-src/src/data/listings/virginia-beach.json
hart-reporting-virginia-beach,Hart Reporting,virginia-beach,VA,https://hartreporting.com,scheduling-va@veritext.com,high,hartreporting.com contact page,Hart Reporting is now a Veritext Company; this is the listed email for scheduling and contact.,/Users/nick/Desktop/depohire-src/src/data/listings/virginia-beach.json
videoworks-of-virginia-virginia-beach,VideoWorks of Virginia,virginia-beach,VA,https://lawvideova.com,info@lawvideova.com,high,website contact page (lawvideova.com/contact-us/),"Email address appears consistently across multiple pages on their website. However, note that the business location in search results shows Richmond, VA, not Virginia Beach, VA as specified in the query.",/Users/nick/Desktop/depohire-src/src/data/listings/virginia-beach.json
ace-federal-reporters-inc-washington-dc,"Ace-Federal Reporters, Inc.",washington-dc,DC,https://www.acefederal.com,info@acefederal.com,high,website homepage (https://www.acefederal.com),,/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
crc-salomon-washington-dc,CRC Salomon,washington-dc,DC,https://www.crcsalomon.com/legal-video/,info@crcsalomon.com,high,CRC Salomon official website contact page (https://www.crcsalomon.com/contact/),"General contact email for CRC Salomon headquarters in Baltimore, MD. For scheduling-specific inquiries, scheduling@crcsalomon.com is also available.",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
casamo-associates-washington-dc,Casamo & Associates,washington-dc,VA,https://www.casamo.com,,high,website contact page (https://www.casamo.com/contact/) and other sources,"No email address found across website pages, BBB profile, chamber listing, or directories; only phone numbers provided.",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
digital-evidence-group-washington-dc,Digital Evidence Group,washington-dc,DC,https://digitalevidencegroup.com/court-reporting-legal-videography/,info@digitalevidencegroup.com,high,website privacy policy and terms of use pages,"Listed explicitly in privacy policy for privacy concerns, terms of use for general contact, and terms & conditions footer.",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
esquire-deposition-solutions-washington-dc,Esquire Deposition Solutions,washington-dc,DC,https://www.esquiresolutions.com/court-reporting-in-washington-dc/,,medium,Esquire Deposition Solutions website and business directories,Washington DC office contact information found: (267) 624-4373 (Sarah Hart) and (267) 450-1713 (Jacqueline Smith). General contact form available at esquiresolutions.com/about-us/contact-us/. No specific email address listed for DC office. General inquiry line: 800.211.3376,/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
lexitas-washington-dc,Lexitas,washington-dc,DC,https://www.lexitaslegal.com/locations/washington-dc,,high,"website pages including contact, locations, and enterprise solutions","Multiple pages provide phone numbers (e.g., (202) 289-2260 for DC, 1-800-676-2401 general) and contact forms, but no email addresses found in search results.",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
neal-r-gross-co-washington-dc,Neal R. Gross & Co.,washington-dc,DC,https://nealrgross.com/services-legal-videography-services/,info@nealrgross.com,high,website homepage https://nealrgross.com,Also found techsupport@nealrgross.com on schedule page for technical support.,/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
olender-reporting-washington-dc,Olender Reporting,washington-dc,DC,https://olenderreporting.com/services/video-services/,schedule@olenderreporting.com,high,website contact page and multiple pages on olenderreporting.com,Email address consistently listed across their website for scheduling deposition services and general inquiries,/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
planet-depos-washington-dc,Planet Depos,washington-dc,VA,https://planetdepos.com/locations/washington-dc,schedulenow@planetdepos.com,high,"Planet Depos Washington, D.C. location page (https://planetdepos.com/locations/washington-dc)","Multiple contact emails available: schedulenow@planetdepos.com for scheduling, transcripts@planetdepos.com for transcripts, and billing@planetdepos.com for billing. Phone: 888.433.3767",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
veritext-legal-solutions-washington-dc,Veritext Legal Solutions,washington-dc,DC,https://veritext.com/dc/,dc@veritext.com,high,Veritext Washington DC office page (https://veritext.com/dc/),"Listed directly as the contact email for the Washington, DC office at 1250 I Street NW, Suite 901.",/Users/nick/Desktop/depohire-src/src/data/listings/washington-dc.json
